"tconst","averageRating","numVotes","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres","parentTconst","seasonNumber","episodeNumber"
"tt0027434",5.2,82,"movie","Cavalcade of the West","Cavalcade of the West",0,"1936","\N","59","Action,Drama,History",NA,NA,NA
"tt0027488",4.6,190,"movie","Custer's Last Stand","Custer's Last Stand",0,"1936","\N","328","Adventure,History,Romance",NA,NA,NA
"tt0027499",5.6,241,"movie","Daniel Boone","Daniel Boone",0,"1936","\N","75","Adventure,History,Romance",NA,NA,NA
"tt0027600",5.4,15,"movie","Wierna rzeka","Wierna rzeka",0,"1936","\N","66","Drama,History,Romance",NA,NA,NA
"tt0027678",6.4,191,"short","Give Me Liberty","Give Me Liberty",0,"1936","\N","22","Biography,Drama,History",NA,NA,NA
"tt0027682",5.4,10,"movie","The Glory Trail","The Glory Trail",0,"1936","\N","65","Action,Drama,History",NA,NA,NA
"tt0027690",5.6,1011,"movie","The Gorgeous Hussy","The Gorgeous Hussy",0,"1936","\N","103","Drama,History",NA,NA,NA
"tt0027726",6.1,741,"movie","Hearts Divided","Hearts Divided",0,"1936","\N","87","Drama,History,Musical",NA,NA,NA
"tt0027727",5.5,138,"movie","Hearts in Bondage","Hearts in Bondage",0,"1936","\N","72","Drama,History,Romance",NA,NA,NA
"tt0027869",6.7,1275,"movie","The Last of the Mohicans","The Last of the Mohicans",0,"1936","\N","91","Adventure,Drama,History",NA,NA,NA
"tt0027902",7,1006,"movie","Lloyds of London","Lloyds of London",0,"1936","\N","118","Drama,History,Romance",NA,NA,NA
"tt0027946",5.5,34,"movie","The Prisoner of Corbal","The Marriage of Corbal",0,"1936","\N","93","Drama,History,Romance",NA,NA,NA
"tt0027948",6.2,2400,"movie","Mary of Scotland","Mary of Scotland",0,"1936","\N","123","Biography,Drama,History",NA,NA,NA
"tt0028033",6.6,187,"movie","Nine Days a Queen","Tudor Rose",0,"1936","\N","80","Drama,History",NA,NA,NA
"tt0028108",6.9,2040,"movie","The Plainsman","The Plainsman",0,"1936","\N","113","Biography,History,Romance",NA,NA,NA
"tt0028116",6,13,"movie","Generation of Victors","Pokolenie pobediteley",0,"1936","\N","100","Drama,History",NA,NA,NA
"tt0028141",7.3,2042,"movie","The Prisoner of Shark Island","The Prisoner of Shark Island",0,"1936","\N","96","Biography,Drama,History",NA,NA,NA
"tt0028197",5.9,274,"movie","Robin Hood of El Dorado","Robin Hood of El Dorado",0,"1936","\N","85","Biography,Drama,History",NA,NA,NA
"tt0028210",4.3,15,"movie","Róza","Róza",0,"1936","\N","87","Drama,History,Romance",NA,NA,NA
"tt0028287",6.9,7,"movie","Sor Juana Inés de la Cruz","Sor Juana Inés de la Cruz",0,"1935","\N","82","Drama,History",NA,NA,NA
"tt0028300",6.6,16,"movie","Spy of Napoleon","Spy of Napoleon",0,"1936","\N","101","Drama,History",NA,NA,NA
"tt0028313",7.3,2425,"movie","The Story of Louis Pasteur","The Story of Louis Pasteur",0,"1936","\N","86","Biography,Drama,History",NA,NA,NA
"tt0028329",6.1,79,"movie","Sutter's Gold","Sutter's Gold",0,"1936","\N","94","Adventure,Drama,History",NA,NA,NA
"tt0028441",5.1,65,"short","Under Southern Stars","Under Southern Stars",0,"1937","\N","17","Biography,Drama,History",NA,NA,NA
"tt0028464",5.9,233,"movie","La vie est à nous","La vie est à nous",0,"1936","\N","66","Drama,History",NA,NA,NA
"tt0028517",6.5,684,"movie","A Woman Rebels","A Woman Rebels",0,"1936","\N","88","Drama,History,Romance",NA,NA,NA
"tt0028678",4.9,33,"movie","The Californian","The Californian",0,"1937","\N","59","Action,History,Romance",NA,NA,NA
"tt0028739",6.6,1382,"movie","Conquest","Conquest",0,"1937","\N","113","Drama,History,Romance",NA,NA,NA
"tt0028780",6.8,107,"movie","O Descobrimento do Brasil","O Descobrimento do Brasil",0,"1936","\N","60","Adventure,History",NA,NA,NA
"tt0028812",6.2,17,"movie","Drums of Destiny","Drums of Destiny",0,"1937","\N","62","Adventure,History,Romance",NA,NA,NA
"tt0028818",7.3,1616,"movie","The Edge of the World","The Edge of the World",0,"1937","\N","81","Drama,History,Romance",NA,NA,NA
"tt0028829",6.6,541,"movie","The Emperor's Candlesticks","The Emperor's Candlesticks",0,"1937","\N","89","Drama,History,Romance",NA,NA,NA
"tt0028851",6.9,11,"movie","Fanny Elssler","Fanny Elssler",0,"1937","\N","83","Drama,History,Music",NA,NA,NA
"tt0028872",6.5,1698,"movie","Fire Over England","Fire Over England",0,"1937","\N","92","Adventure,History,Romance",NA,NA,NA
"tt0028873",7,340,"movie","The Firefly","The Firefly",0,"1937","\N","131","History,Musical,Romance",NA,NA,NA
"tt0029068",5.3,19,"movie","The Great John Ericsson","John Ericsson - segraren vid Hampton Roads",0,"1937","\N","92","Biography,Drama,History",NA,NA,NA
"tt0029087",6.8,1218,"movie","Knight Without Armor","Knight Without Armour",0,"1937","\N","107","Adventure,Drama,History",NA,NA,NA
"tt0029122",5.5,35,"movie","The Law Commands","The Law Commands",0,"1937","\N","58","Drama,History,Western",NA,NA,NA
"tt0029132",6.3,296,"movie","Lenin in October","Lenin v oktyabre",0,"1937","\N","108","Biography,Drama,History",NA,NA,NA
"tt0029338",6.2,39,"movie","Old Louisiana","Old Louisiana",0,"1937","\N","60","Drama,History,Romance",NA,NA,NA
"tt0029361",6,160,"movie","The Outcasts of Poker Flat","The Outcasts of Poker Flat",0,"1937","\N","67","History,Romance,Western",NA,NA,NA
"tt0029394",7,510,"movie","The Pearls of the Crown","Les perles de la couronne",0,"1937","\N","118","Comedy,History",NA,NA,NA
"tt0029490",6.4,589,"short","The River","The River",0,"1938","\N","31","Documentary,History,Short",NA,NA,NA
"tt0029497",6.3,200,"short","Romance of Radium","Romance of Radium",0,"1937","\N","10","History,Short",NA,NA,NA
"tt0029526",5.5,250,"movie","Scipione l'africano","Scipione l'africano",0,"1937","\N","117","Drama,History,War",NA,NA,NA
"tt0029584",6.2,180,"movie","The Soldier and the Lady","The Soldier and the Lady",0,"1937","\N","85","Adventure,History,Romance",NA,NA,NA
"tt0029593",6.8,690,"movie","Souls at Sea","Souls at Sea",0,"1937","\N","92","Action,Adventure,History",NA,NA,NA
"tt0029662",6.6,525,"movie","This Is My Affair","This Is My Affair",0,"1937","\N","100","Crime,Drama,History",NA,NA,NA
"tt0029710",4.7,19,"movie","Under Strange Flags","Under Strange Flags",0,"1937","\N","64","Action,History,Romance",NA,NA,NA
"tt0029733",5.5,62,"movie","The Vicar of Bray","The Vicar of Bray",0,"1937","\N","68","Drama,History",NA,NA,NA
"tt0029734",6.4,165,"movie","Victoria the Great","Victoria the Great",0,"1937","\N","112","Drama,History",NA,NA,NA
"tt0029752",6.5,501,"movie","Wells Fargo","Wells Fargo",0,"1937","\N","97","History,Western",NA,NA,NA
"tt0029832",6.8,156,"movie","The 400 Million","The 400 Million",0,"1939","\N","52","Documentary,History,War",NA,NA,NA
"tt0029869",6.6,37,"short","Anaesthesia","Anaesthesia",0,"1938","\N","10","Drama,History,Short",NA,NA,NA
"tt0029982",6.3,168,"movie","The Challenge","The Challenge",0,"1938","\N","76","Adventure,History,Romance",NA,NA,NA
"tt0029986",6.2,113,"movie","The Man with the Gun","Chelovek s ruzhyom",0,"1938","\N","101","Drama,History,War",NA,NA,NA
"tt0030046",5.9,222,"short","The Declaration of Independence","The Declaration of Independence",0,"1938","\N","17","Drama,History,Short",NA,NA,NA
"tt0030107",6,58,"movie","Ettore Fieramosca","Ettore Fieramosca",0,"1938","\N","93","Adventure,History",NA,NA,NA
"tt0030192",6.1,478,"movie","Gold Is Where You Find It","Gold Is Where You Find It",0,"1938","\N","94","Drama,History,Romance",NA,NA,NA
"tt0030265",7.2,790,"movie","If I Were King","If I Were King",0,"1938","\N","101","Adventure,History",NA,NA,NA
"tt0030307",5.7,74,"movie","Soldier's Bride","Jääkärin morsian",0,"1938","\N","97","Drama,History,War",NA,NA,NA
"tt0030333",6.9,14,"movie","Kosciuszko pod Raclawicami","Kosciuszko pod Raclawicami",0,"1938","\N","92","Drama,History",NA,NA,NA
"tt0030364",6.4,18,"movie","A Prussian Love Story","Preußische Liebesgeschichte",0,"1938","\N","91","Drama,History,Romance",NA,NA,NA
"tt0030418",7.4,2810,"movie","Marie Antoinette","Marie Antoinette",0,"1938","\N","149","Biography,Drama,History",NA,NA,NA
"tt0030424",7,1090,"movie","La Marseillaise","La Marseillaise",0,"1938","\N","135","Drama,History,Music",NA,NA,NA
"tt0030427",4.7,15,"movie","Med folket för fosterlandet","Med folket för fosterlandet",0,"1938","\N","106","Crime,Drama,History",NA,NA,NA
"tt0030658",6.1,18,"movie","The Barbarian and the Lady","The Rebel Son",0,"1938","\N","88","Action,History",NA,NA,NA
"tt0030675",5.6,245,"movie","The Return of the Scarlet Pimpernel","The Return of the Scarlet Pimpernel",0,"1937","\N","94","Drama,History,Romance",NA,NA,NA
"tt0030697",5.2,9,"movie","A Rosa do Adro","A Rosa do Adro",0,"1938","\N","92","Drama,History,Romance",NA,NA,NA
"tt0030811",6.6,758,"movie","Suez","Suez",0,"1938","\N","104","Drama,History,Romance",NA,NA,NA
"tt0030829",6.7,80,"movie","Tanz auf dem Vulkan","Tanz auf dem Vulkan",0,"1938","\N","86","Drama,History",NA,NA,NA
"tt0030887",5.9,301,"movie","The Toy Wife","The Toy Wife",0,"1938","\N","96","Drama,History,Romance",NA,NA,NA
"tt0030928",5.8,31,"movie","They Wanted Peace","Diadi gantiadi",0,"1938","\N","87","Drama,History,War",NA,NA,NA
"tt0030949",6.6,26,"movie","Volochayevskiye dni","Volochayevskiye dni",0,"1938","\N","107","Drama,History,War",NA,NA,NA
"tt0030956",6.1,16,"movie","We're Going to Be Rich","We're Going to Be Rich",0,"1938","\N","78","Comedy,Drama,History",NA,NA,NA
"tt0030990",6.3,249,"movie","Yellow Jack","Yellow Jack",0,"1938","\N","83","Drama,History,Mystery",NA,NA,NA
"tt0031001",6,48,"movie","Young Fugitives","Young Fugitives",0,"1938","\N","68","Crime,Drama,History",NA,NA,NA
"tt0031017",6.5,37,"movie","Cardinal Messias","Abuna Messias (Vendetta africana)",0,"1939","\N","96","Drama,History,War",NA,NA,NA
"tt0031033",6.3,1551,"movie","Allegheny Uprising","Allegheny Uprising",0,"1939","\N","81","Adventure,History,War",NA,NA,NA
"tt0031099",6.1,57,"short","The Bill of Rights","The Bill of Rights",0,"1939","\N","21","Drama,History,Short",NA,NA,NA
"tt0031144",5.8,38,"movie","Love Cavalcade","Cavalcade d'amour",0,"1939","\N","100","Drama,History,Romance",NA,NA,NA
"tt0031316",6,5,"short","Five Times Five","Five Times Five",0,"1939","\N","20","Biography,Documentary,History",NA,NA,NA
"tt0031381",8.1,296056,"movie","Gone with the Wind","Gone with the Wind",0,"1939","\N","238","Drama,History,Romance",NA,NA,NA
"tt0031433",6.5,364,"movie","Hollywood Cavalcade","Hollywood Cavalcade",0,"1939","\N","97","Comedy,Drama,History",NA,NA,NA
"tt0031516",7.1,2068,"movie","Juarez","Juarez",0,"1939","\N","125","Biography,Drama,History",NA,NA,NA
"tt0031573",5.3,90,"short","Lincoln in the White House","Lincoln in the White House",0,"1939","\N","21","Drama,History,Short",NA,NA,NA
"tt0031617",5.6,103,"movie","The Man from Dakota","The Man from Dakota",0,"1940","\N","75","Drama,History,War",NA,NA,NA
"tt0031619",7.1,1550,"movie","The Man in the Iron Mask","The Man in the Iron Mask",0,"1939","\N","113","Adventure,History,Romance",NA,NA,NA
"tt0031620",6.1,135,"movie","Man of Conquest","Man of Conquest",0,"1939","\N","105","Biography,History,Romance",NA,NA,NA
"tt0031654",6.9,81,"movie","Minin i Pozharskiy","Minin i Pozharskiy",0,"1939","\N","110","Drama,History",NA,NA,NA
"tt0031666",6.1,99,"short","The Monroe Doctrine","The Monroe Doctrine",0,"1939","\N","22","Drama,History,Romance",NA,NA,NA
"tt0031747",6.4,1970,"movie","The Oklahoma Kid","The Oklahoma Kid",0,"1939","\N","85","Action,Adventure,History",NA,NA,NA
"tt0031826",7.1,5204,"movie","The Private Lives of Elizabeth and Essex","The Private Lives of Elizabeth and Essex",0,"1939","\N","106","Biography,Drama,History",NA,NA,NA
"tt0031827",6.3,121,"short","Prophet Without Honor","Prophet Without Honor",0,"1939","\N","11","Biography,Drama,History",NA,NA,NA
"tt0031829",7,66,"movie","Pukar","Pukar",0,"1939","\N","165","Drama,History",NA,NA,NA
"tt0031840",6.3,36,"movie","Rasputin","La tragédie impériale",0,"1938","\N","116","Biography,Drama,History",NA,NA,NA
"tt0031842",6.6,925,"movie","The Real Glory","The Real Glory",0,"1939","\N","96","Action,History,Romance",NA,NA,NA
"tt0031868",6.6,68,"movie","Robert Koch: The Battle Against Death","Robert Koch, der Bekämpfer des Todes",0,"1939","\N","113","Biography,Drama,History",NA,NA,NA
"tt0031953",5.9,304,"short","Sons of Liberty","Sons of Liberty",0,"1939","\N","20","Biography,Drama,History",NA,NA,NA
"tt0031972",6.4,278,"movie","Stand Up and Fight","Stand Up and Fight",0,"1939","\N","97","Drama,History,Romance",NA,NA,NA
"tt0031973",7,1302,"movie","Stanley and Livingstone","Stanley and Livingstone",0,"1939","\N","101","Adventure,Drama,History",NA,NA,NA
"tt0031978",6.5,25,"movie","Stepan Razin","Stepan Razin",0,"1939","\N","115","Biography,Drama,History",NA,NA,NA
"tt0031981",6.9,1004,"movie","The Story of Alexander Graham Bell","The Story of Alexander Graham Bell",0,"1939","\N","98","Biography,Drama,History",NA,NA,NA
"tt0031982",6.2,81,"short","The Story of Alfred Nobel","The Story of Alfred Nobel",0,"1939","\N","11","Biography,Drama,History",NA,NA,NA
"tt0032049",6.7,1804,"movie","Tower of London","Tower of London",0,"1939","\N","92","Drama,History",NA,NA,NA
"tt0032082",7,53,"movie","The Immortal Heart","Das unsterbliche Herz",0,"1939","\N","107","Drama,History",NA,NA,NA
"tt0032103",5.8,21,"movie","Guerrilla Brigade","Vsadniki",0,"1939","\N","94","Drama,History,War",NA,NA,NA
"tt0032115",7.1,277,"movie","We Are Not Alone","We Are Not Alone",0,"1939","\N","112","Crime,Drama,History",NA,NA,NA
"tt0032121",6.5,30,"short","What Men Live by","What Men Live by",0,"1938","\N","42","Drama,Fantasy,History",NA,NA,NA
"tt0032155",7.6,7649,"movie","Young Mr. Lincoln","Young Mr. Lincoln",0,"1939","\N","100","Biography,Drama,History",NA,NA,NA
"tt0032164",7.3,385,"movie","Zorro's Fighting Legion","Zorro's Fighting Legion",0,"1939","\N","114","Action,Adventure,History",NA,NA,NA
"tt0032181",7.3,1707,"movie","Abe Lincoln in Illinois","Abe Lincoln in Illinois",0,"1940","\N","110","Biography,Drama,History",NA,NA,NA
"tt0032275",6.8,6,"movie","Boy","Boy",0,"1940","\N","98","Adventure,History",NA,NA,NA
"tt0032281",6.4,981,"movie","Brigham Young","Brigham Young",0,"1940","\N","114","Adventure,Biography,History",NA,NA,NA
"tt0032354",6.3,235,"movie","The Conquest of the Air","The Conquest of the Air",0,"1936","\N","71","Drama,History",NA,NA,NA
"tt0032446",6.7,26,"movie","Erzsébet királyné","Erzsébet királyné",0,"1940","\N","98","Drama,History",NA,NA,NA
"tt0032465",5.5,50,"movie","The Fight for Life","The Fight for Life",0,"1940","\N","69","Drama,History",NA,NA,NA
"tt0032490",6.3,91,"movie","Four Sons","Four Sons",0,"1940","\N","89","Drama,History,War",NA,NA,NA
"tt0032551",8.1,86841,"movie","The Grapes of Wrath","The Grapes of Wrath",0,"1940","\N","129","Drama,History",NA,NA,NA
"tt0032612",6.1,1068,"movie","The Howards of Virginia","The Howards of Virginia",0,"1940","\N","116","Drama,History,War",NA,NA,NA
"tt0032613",6.4,354,"movie","Hudson's Bay","Hudson's Bay",0,"1940","\N","95","Adventure,History",NA,NA,NA
"tt0032710",6.6,404,"movie","Lillian Russell","Lillian Russell",0,"1940","\N","127","Biography,Drama,History",NA,NA,NA
"tt0032734",4.8,20,"movie","Lucrezia Borgia","Lucrezia Borgia",0,"1940","\N","76","Drama,History,Romance",NA,NA,NA
"tt0032851",7.1,3359,"movie","Northwest Passage","'Northwest Passage' (Book I -- Rogers' Rangers)",0,"1940","\N","126","Adventure,Drama,History",NA,NA,NA
"tt0032863",5.8,125,"short","The Old South","The Old South",0,"1940","\N","11","Documentary,History,Short",NA,NA,NA
"tt0032892",5.8,50,"short","Yankee Doodle Goes to Town","Yankee Doodle Goes to Town",0,"1939","\N","11","History,Short",NA,NA,NA
"tt0033002",6.9,65,"movie","Rosen in Tirol","Rosen in Tirol",0,"1940","\N","100","Comedy,History",NA,NA,NA
"tt0033023",5.8,14,"movie","Sarajevo","Sarajevo",0,"1940","\N","92","Drama,History",NA,NA,NA
"tt0033028",7.7,9301,"movie","The Sea Hawk","The Sea Hawk",0,"1940","\N","127","Action,Adventure,History",NA,NA,NA
"tt0033050",6.6,203,"short","Siege","Siege",0,"1940","\N","10","Documentary,History,Short",NA,NA,NA
"tt0033118",6.8,167,"movie","General Suvorov","Suvorov",0,"1941","\N","104","Biography,Drama,History",NA,NA,NA
"tt0033226",6.8,2323,"movie","Virginia City","Virginia City",0,"1940","\N","121","Action,Drama,History",NA,NA,NA
"tt0033307",6.1,164,"movie","40,000 Horsemen","40,000 Horsemen",0,"1940","\N","100","Drama,History,War",NA,NA,NA
"tt0033345",6.5,27,"movie","Annelie","Annelie",0,"1941","\N","92","Comedy,Drama,History",NA,NA,NA
"tt0033358",6.2,94,"movie","Atlantic Ferry","Atlantic Ferry",0,"1941","\N","98","Drama,History,Romance",NA,NA,NA
"tt0033369",5.8,265,"movie","Bad Men of Missouri","Bad Men of Missouri",0,"1941","\N","71","Action,History,Romance",NA,NA,NA
"tt0033385",6.4,43,"movie","A beszélö köntös","A beszélö köntös",0,"1941","\N","89","Adventure,History",NA,NA,NA
"tt0033396",6.4,362,"movie","Birth of the Blues","Birth of the Blues",0,"1941","\N","87","History,Music,Romance",NA,NA,NA
"tt0033422",6.7,83,"movie","Bogdan Khmelnitskiy","Bogdan Khmelnitskiy",0,"1941","\N","114","Drama,History,War",NA,NA,NA
"tt0033451",5.5,40,"movie","Carl Peters","Carl Peters",0,"1941","\N","110","Biography,Drama,History",NA,NA,NA
"tt0033475",7,64,"movie","A Pistol Shot","Un colpo di pistola",0,"1942","\N","90","Drama,History",NA,NA,NA
"tt0033654",7.3,2101,"movie","The 47 Ronin","Genroku Chûshingura",0,"1941","\N","241","Action,Drama,History",NA,NA,NA
"tt0033809",7.3,232,"movie","Land of Liberty","Land of Liberty",0,"1939","\N","138","History",NA,NA,NA
"tt0033866",6.6,113,"short","Main Street on the March!","Main Street on the March!",0,"1941","\N","20","History,Short",NA,NA,NA
"tt0033886",6.9,81,"movie","Maskarad","Maskarad",0,"1941","\N","104","Drama,History",NA,NA,NA
"tt0034065",5.8,238,"movie","The Prime Minister","The Prime Minister",0,"1941","\N","109","Biography,Drama,History",NA,NA,NA
"tt0034167",7.7,15781,"movie","Sergeant York","Sergeant York",0,"1941","\N","134","Biography,Drama,History",NA,NA,NA
"tt0034272",7.2,4172,"movie","That Hamilton Woman","That Hamilton Woman",0,"1941","\N","125","Drama,History,Romance",NA,NA,NA
"tt0034284",6.1,57,"movie","This England","This England",0,"1941","\N","84","Drama,History,Romance",NA,NA,NA
"tt0034384",6.7,2476,"movie","Western Union","Western Union",0,"1941","\N","95","History,Western",NA,NA,NA
"tt0034457",7.8,14,"movie","Andreas Schlüter","Andreas Schlüter",0,"1942","\N","111","Drama,History",NA,NA,NA
"tt0034628",7.1,25,"movie","The Gaucho Priest","El cura gaucho",0,"1941","\N","82","Drama,History,Western",NA,NA,NA
"tt0034653",6.7,24,"movie","Diesel","Diesel",0,"1942","\N","109","Biography,History",NA,NA,NA
"tt0034704",7.3,65,"movie","The Dismissal","Die Entlassung",0,"1942","\N","110","Drama,History",NA,NA,NA
"tt0034775",4.3,42,"movie","General von Döbeln","General von Döbeln",0,"1942","\N","87","Drama,History,War",NA,NA,NA
"tt0034781",6.7,118,"movie","Giorgi Saakadze","Giorgi Saakadze",0,"1942","\N","184","Drama,History,War",NA,NA,NA
"tt0034789",6.9,43,"movie","Giarabub","Giarabub",0,"1942","\N","85","Drama,History,War",NA,NA,NA
"tt0034814",7,261,"movie","Der große König","Der große König",0,"1942","\N","118","Drama,History,War",NA,NA,NA
"tt0034820",7.2,138,"movie","The Gaucho War","La guerra gaucha",0,"1942","\N","90","Drama,History,Western",NA,NA,NA
"tt0034906",5.8,50,"short","It's Everybody's War","It's Everybody's War",0,"1942","\N","18","History,Short,War",NA,NA,NA
"tt0034937",5.8,17,"short","Keeping Fit","Keeping Fit",0,"1942","\N","10","Family,History,Short",NA,NA,NA
"tt0035037",5.7,94,"short","March on, America!","March On, America!",0,"1942","\N","21","History,Short",NA,NA,NA
"tt0035058",6.6,26,"movie","Men of Texas","Men of Texas",0,"1942","\N","82","History,Western",NA,NA,NA
"tt0035112",6.4,314,"movie","Native Land","Native Land",0,"1942","\N","80","Documentary,Drama,History",NA,NA,NA
